id,folder,instrument,matchup,N_vs_N,observed,actual_winner,predicted,predicted_ceil,predicted_winner,pcterr,abs_pcterr,domain_class,verdict,flags,arithmetic
MuellerAlpaca_1v1_T1InfvFC1T1Inf_AttInfA+251.3D+284.4L+122.0H+156.6_DefInfA+514.1D+506.9L+109.7H+109.3_Gatotlvl1_AlpacaFC1T1_NoDefenderHero_20260712_152607,MuellerAlpaca,exact_1v1,InfT1x1 -> InfT1x1,1v1,223,defender,230.227291,231,defender,3.240938,3.240938,in_exact_duel,PASS,,att->def [t=12.524*(24.276*12.558)*1/(3.513*2.22*1)*1*1/sqrt(1)=489.564]; def->att [t=12.524*(15.376*15.396)*1/(6.141*2.097*1)*1*1/sqrt(1)=230.227]
MuellerAlpaca_1v1_T1InfvFC1T1Inf_AttInfA+251.3D+284.4L+122.0H+156.6_DefInfA+514.1D+506.9L+109.7H+109.3_Gatotlvl1_AlpacaFC1T1_NoDefenderHero_20260712_152719,MuellerAlpaca,exact_1v1,InfT1x1 -> InfT1x1,1v1,232,defender,230.227291,231,defender,-0.764099,0.764099,in_exact_duel,PASS,other_hero_present,att->def [t=12.524*(24.276*12.558)*1/(3.513*2.22*1)*1*1/sqrt(1)=489.564]; def->att [t=12.524*(15.376*15.396)*1/(6.141*2.097*1)*1*1/sqrt(1)=230.227]
MuellerAlpaca_1v1_T1InfvFC1T1Inf_AttInfA+251.3D+284.4L+122.0H+156.6_DefInfA+514.1D+506.9L+109.7H+109.3_Gatotlvl1_AlpacaFC1T1_NoDefenderHero_20260712_152939,MuellerAlpaca,exact_1v1,InfT1x1 -> InfT1x1,1v1,232,defender,230.227291,231,defender,-0.764099,0.764099,in_exact_duel,PASS,other_hero_present,att->def [t=12.524*(24.276*12.558)*1/(3.513*2.22*1)*1*1/sqrt(1)=489.564]; def->att [t=12.524*(15.376*15.396)*1/(6.141*2.097*1)*1*1/sqrt(1)=230.227]
MuellerAlpaca_1v1_T1InfvFC1T1Inf_AttInfA+251.3D+284.4L+122.0H+156.6_DefInfA+514.1D+506.9L+109.7H+109.3_Gatotlvl1_AlpacaFC1T1_NoDefenderHero_20260712_154616,MuellerAlpaca,exact_1v1,InfT1x1 -> InfT1x1,1v1,237,defender,230.227291,231,defender,-2.857683,2.857683,in_exact_duel,PASS,other_hero_present,att->def [t=12.524*(24.276*12.558)*1/(3.513*2.22*1)*1*1/sqrt(1)=489.564]; def->att [t=12.524*(15.376*15.396)*1/(6.141*2.097*1)*1*1/sqrt(1)=230.227]
MuellerAlpaca_1v1_T1InfvFC1T1Inf_AttInfA+251.3D+284.4L+122.0H+156.6_DefInfA+514.1D+506.9L+172.3H+114.1_Gatotlvl1_AlpacaFC1T1_NoDefenderHero_20260712_152449,MuellerAlpaca,exact_1v1,InfT1x1 -> InfT1x1,1v1,172,defender,177.299534,178,defender,3.081124,3.081124,in_exact_duel,PASS,,att->def [t=12.524*(24.276*12.846)*1/(3.513*2.22*1)*1*1/sqrt(1)=500.792]; def->att [t=12.524*(15.376*15.396)*1/(6.141*2.723*1)*1*1/sqrt(1)=177.3]
MuellerAlpaca_1v1_T2InfvFC1T1Inf_AttInfA+194.1D+221.4L+122.0H+118.7_DefInfA+514.1D+506.9L+109.7H+109.3_Gatotlvl1_AlpacaFC1T1_NoDefenderHero_20260712_154739,MuellerAlpaca,exact_1v1,LanT2x1 -> InfT1x1,1v1,66,defender,65.976259,66,defender,-0.035972,0.035972,in_exact_duel,PASS,G_w_interpolated;factorized_K;ceil_exact_or_in_band,att->def [t=83.6605*(24.276*12.558)*1/(14.705*12.918*1)*1.04446*1/sqrt(1)=140.233]; def->att [t=22.43*(9.081*6.378)*1/(6.141*2.097*1)*1*0.654/sqrt(1)=65.9763]
MuellerAlpaca_1v1_T2InfvFC1T1Inf_AttInfA+194.1D+221.4L+122.0H+118.7_DefInfA+514.1D+506.9L+109.7H+109.3_Gatotlvl1_AlpacaFC1T1_NoDefenderHero_20260712_154928,MuellerAlpaca,exact_1v1,LanT2x1 -> InfT1x1,1v1,79,defender,79.010221,80,defender,0.012938,0.012938,in_exact_duel,PASS,G_w_interpolated;factorized_K,att->def [t=83.6605*(24.276*12.558)*1/(17.43*12.918*1)*1.04446*1/sqrt(1)=118.309]; def->att [t=22.43*(10.875*6.378)*1/(6.141*2.097*1)*1*0.654/sqrt(1)=79.0102]
MuellerAlpaca_1v1_T7InfvFC1T1Inf_AttInfA+194.1D+172.2L+122.0H+118.7_DefInfA+514.1D+506.9L+115.0H+114.1_Gatotlvl1_AlpacaFC1T1_NoDefenderHero_20260712_151127,MuellerAlpaca,exact_1v1,InfT7x1 -> InfT1x1,1v1,599,defender,140.907000,141,attacker,-76.476294,76.476294,in_exact_duel,FAIL,G_w_extrapolated;winner_mismatch,att->def [t=12.524*(24.276*12.846)*1/(23.528*15.54*1)*13.1911*1/sqrt(1)=140.907]; def->att [t=12.524*(29.942*28.431)*1/(6.141*2.15*1)*1*0.742/sqrt(1)=599.159]
RFJPlayer_1v1_T6MMvT1Inf_Vulcanus_Gatot_20260713_002605,MuellerAlpaca,gatot_gate,MMT6x1 -> InfT1x1,1v1,6,attacker,5.192790,6,attacker,-13.453499,13.453499,in_gatot_scurve,PASS,G_w_bounded_marksman;gatot_scurve;ceil_exact_or_in_band,att->def [Gatot-S: pool=.88*(23.268*12.522)=256.398; d=(128.975*42.864)/90.11=61.3515; S=1+10.7274*exp(-61.3515/16.8932)=1.28396; rate=d*(31/30)*seo/S*sqrt(1)=49.3759; t=5.19279]; def->att [t=73.16*(81.361*18.242)*1/(5.81*2.12*0.96)*1*0.0846/sqrt(1)=776.872]
ColonelMuller_1v2_T1InfvT1Inf+T1MM_Gatot_Gatot+Vulcanus_20260713_112033,MuellerAlpaca_Gatot_2v2,composition,InfT1x1 -> InfT1x1+MMT1x1,1v2,78,defender,78.000000,78,defender,0.000000,0.000000,in_composition_anchor,PASS,composition_anchor;ceil_exact_or_in_band,anchor solo=78; front=78; final=78
ColonelMuller_1v2_T1MMvFC1T1Inf+FC1T1MM_NoHeroes_Gatot+Vulcanus_20260713_111936,MuellerAlpaca_Gatot_2v2,composition,MMT1x1 -> InfT1x1+MMT1x1,1v2,,defender,capped,1500+,defender,,,out_composition_no_front_anchor,PASS,composition_anchor;composition_from_setup_text;composition_no_front;winner_only;winner_only,no measured Gatot-Infantry front anchor; winner scored only
ColonelMuller_1v2_T1MMvT1Inf+T1MM_NoHeroes_Gatot+Vulcanus_20260713_112003,MuellerAlpaca_Gatot_2v2,composition,InfT1x1 -> InfT1x1+MMT1x1,1v2,,defender,capped,1500+,defender,,,out_composition_no_front_anchor,PASS,attacker_naked_corrected;composition_anchor;composition_no_front;winner_only;winner_only,no measured Gatot-Infantry front anchor; winner scored only
ColonelMuller_2v2_2T1MMvFC1T1Inf+FC1T1MM_NoHeroes_Gatot+Vulcanus_20260713_115521,MuellerAlpaca_Gatot_2v2,composition,MMT1x2 -> InfT1x1+MMT1x1,2v2,,defender,capped,1500+,defender,,,out_composition_no_front_anchor,PASS,composition_anchor;composition_from_setup_text;composition_no_front;winner_only;winner_only,no measured Gatot-Infantry front anchor; winner scored only
ColonelMuller_2v2_T1Inf+T1MMvT1Inf+T1MM_Gatot+NoMMHero_Gatot+Vulcanus_20260713_112159,MuellerAlpaca_Gatot_2v2,composition,InfT1x1+MMT1x1 -> InfT1x1+MMT1x1,2v2,35,defender,35.000000,35,defender,0.000000,0.000000,in_composition_anchor,PASS,composition_anchor;ceil_exact_or_in_band,front=round(0.4231*78)=33; front=33; final=35
MuellerAlpaca_2v2_2T1InfvFC1T1Inf_FC1T1MM_GatotvGatot_Vulcanus_20260713_112652,MuellerAlpaca_Gatot_2v2,composition,InfT1x2 -> InfT1x1+MMT1x1,2v2,90,defender,90.000000,90,defender,0.000000,0.000000,in_composition_anchor,PASS,composition_anchor;lh_panel_uncaptured;ceil_exact_or_in_band,front=33+0*54+57=90; front=90; final=90
manual_ladder_n3_inf,MuellerAlpaca_Gatot_2v2,composition,InfT1x3 -> InfT1x1+MMT1x1,3v2,144,defender,144.000000,144,defender,0.000000,0.000000,in_composition_anchor,PASS,composition_anchor;manual_no_panel_captured;manual_tier_assumed_T1;ceil_exact_or_in_band,front=33+1*54+57=144; front=144; final=144
manual_ladder_n4_inf,MuellerAlpaca_Gatot_2v2,composition,InfT1x4 -> InfT1x1+MMT1x1,4v2,198,defender,198.000000,198,defender,0.000000,0.000000,in_composition_anchor,PASS,composition_anchor;manual_no_panel_captured;manual_tier_assumed_T1;ceil_exact_or_in_band,front=33+2*54+57=198; front=198; final=198
manual_ladder_n5_inf,MuellerAlpaca_Gatot_2v2,composition,InfT1x5 -> InfT1x1+MMT1x1,5v2,252,defender,252.000000,252,defender,0.000000,0.000000,in_composition_anchor,PASS,composition_anchor;manual_no_panel_captured;manual_tier_assumed_T1;ceil_exact_or_in_band,front=33+3*54+57=252; front=252; final=252
manual_mixed_1_infantry_10_lancer,MuellerAlpaca_Gatot_2v2,composition,InfT1x1+LanT1x10 -> InfT1x1+MMT1x1,11v2,47,defender,47.000000,47,defender,0.000000,0.000000,in_composition_anchor,PASS,composition_anchor;manual_no_panel_captured;manual_tier_assumed_T1;ceil_exact_or_in_band,front=round(0.4231*78)=33; front=33; final=47
manual_mixed_1_infantry_2_lancer,MuellerAlpaca_Gatot_2v2,composition,InfT1x1+LanT1x2 -> InfT1x1+MMT1x1,3v2,36,defender,36.000000,36,defender,0.000000,0.000000,in_composition_anchor,PASS,composition_anchor;manual_no_panel_captured;manual_tier_assumed_T1;ceil_exact_or_in_band,front=round(0.4231*78)=33; front=33; final=36
manual_mixed_1_infantry_3_lancer,MuellerAlpaca_Gatot_2v2,composition,InfT1x1+LanT1x3 -> InfT1x1+MMT1x1,4v2,37,defender,37.000000,37,defender,0.000000,0.000000,in_composition_anchor,PASS,composition_anchor;manual_no_panel_captured;manual_tier_assumed_T1;ceil_exact_or_in_band,front=round(0.4231*78)=33; front=33; final=37
manual_mixed_1_infantry_4_lancer,MuellerAlpaca_Gatot_2v2,composition,InfT1x1+LanT1x4 -> InfT1x1+MMT1x1,5v2,39,defender,39.000000,39,defender,0.000000,0.000000,in_composition_anchor,PASS,composition_anchor;manual_no_panel_captured;manual_tier_assumed_T1;ceil_exact_or_in_band,front=round(0.4231*78)=33; front=33; final=39
manual_mixed_1_infantry_5_lancer,MuellerAlpaca_Gatot_2v2,composition,InfT1x1+LanT1x5 -> InfT1x1+MMT1x1,6v2,40,defender,40.000000,40,defender,0.000000,0.000000,in_composition_anchor,PASS,composition_anchor;manual_no_panel_captured;manual_tier_assumed_T1;ceil_exact_or_in_band,front=round(0.4231*78)=33; front=33; final=40
manual_mixed_2_naked_infantry,MuellerAlpaca_Gatot_2v2,composition,InfT1x2 -> InfT1x1+MMT1x1,2v2,,defender,capped,1500+,defender,,,out_composition_no_front_anchor,PASS,composition_anchor;composition_no_front;manual_no_panel_captured;manual_tier_assumed_T1;winner_only;winner_only,no measured Gatot-Infantry front anchor; winner scored only
manual_mixed_3_naked_marksman,MuellerAlpaca_Gatot_2v2,composition,MMT1x3 -> InfT1x1+MMT1x1,3v2,,defender,capped,1500+,defender,,,out_composition_no_front_anchor,PASS,composition_anchor;composition_no_front;manual_no_panel_captured;manual_tier_assumed_T1;winner_only;winner_only,no measured Gatot-Infantry front anchor; winner scored only
MuellerAlpaca_v4_R01_1v1_T1LanvFC1T1Inf_AttLanA+179.1D+160.2L+105.3H+102.6_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_233158,MuellerAlpaca_Gatot_v4,exact_1v1,LanT1x1 -> InfT1x1,1v1,37,defender,36.728101,37,defender,-0.734863,0.734863,in_exact_duel,PASS,factorized_K;gatot_gate_unmodeled;ceil_exact_or_in_band,att->def [Gatot budget gate: defender has no frozen B constant]; def->att [t=22.43*(5.204*4.052)*1/(6.141*2.097*1)*1*1/sqrt(1)=36.7281]
MuellerAlpaca_v4_R02_1v1_T1LanvFC1T1Inf_AttLanA+233.4D+214.5L+105.3H+102.6_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_233303,MuellerAlpaca_Gatot_v4,exact_1v1,LanT1x1 -> InfT1x1,1v1,44,defender,44.392727,45,defender,0.892562,0.892562,in_exact_duel,PASS,factorized_K;gatot_gate_unmodeled,att->def [Gatot budget gate: defender has no frozen B constant]; def->att [t=22.43*(6.29*4.052)*1/(6.141*2.097*1)*1*1/sqrt(1)=44.3927]
MuellerAlpaca_v4_R03_1v1_T1LanvFC1T1Inf_AttLanA+233.4D+214.5L+105.3H+125.8_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_233326,MuellerAlpaca_Gatot_v4,exact_1v1,LanT1x1 -> InfT1x1,1v1,49,defender,49.476199,50,defender,0.971834,0.971834,in_exact_duel,PASS,factorized_K;gatot_gate_unmodeled,att->def [Gatot budget gate: defender has no frozen B constant]; def->att [t=22.43*(6.29*4.516)*1/(6.141*2.097*1)*1*1/sqrt(1)=49.4762]
MuellerAlpaca_v4_R04_1v1_T1LanvFC1T1Inf_AttLanA+233.4D+214.5L+105.3H+151.0_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_233403,MuellerAlpaca_Gatot_v4,exact_1v1,LanT1x1 -> InfT1x1,1v1,55,defender,54.997900,55,defender,-0.003818,0.003818,in_exact_duel,PASS,factorized_K;gatot_gate_unmodeled;ceil_exact_or_in_band,att->def [Gatot budget gate: defender has no frozen B constant]; def->att [t=22.43*(6.29*5.02)*1/(6.141*2.097*1)*1*1/sqrt(1)=54.9979]
MuellerAlpaca_v4_R05_1v1_T1MMvFC1T1Inf_AttMMA+236.3D+222.4L+121.2H+118.6_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_233503,MuellerAlpaca_Gatot_v4,exact_1v1,MMT1x1 -> InfT1x1,1v1,40,defender,40.038828,41,defender,0.097071,0.097071,in_exact_duel,PASS,base_mismatch;gatot_gate_unmodeled,att->def [Gatot budget gate: defender has no frozen B constant]; def->att [t=73.16*(3.224*2.186)*1/(6.141*2.097*1)*1*1/sqrt(1)=40.0388]
MuellerAlpaca_v4_R06_1v1_T1MMvFC1T1Inf_AttMMA+179.1D+165.2L+121.2H+118.6_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_233441,MuellerAlpaca_Gatot_v4,exact_1v1,MMT1x1 -> InfT1x1,1v1,33,defender,32.935165,33,defender,-0.196469,0.196469,in_exact_duel,PASS,base_mismatch;gatot_gate_unmodeled;ceil_exact_or_in_band,att->def [Gatot budget gate: defender has no frozen B constant]; def->att [t=73.16*(2.652*2.186)*1/(6.141*2.097*1)*1*1/sqrt(1)=32.9352]
MuellerAlpaca_v4_R07_1v1_T1MMvFC1T1Inf_AttMMA+236.3D+222.4L+121.2H+118.6_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_233503,MuellerAlpaca_Gatot_v4,exact_1v1,MMT1x1 -> InfT1x1,1v1,40,defender,40.038828,41,defender,0.097071,0.097071,in_exact_duel,PASS,base_mismatch;gatot_gate_unmodeled,att->def [Gatot budget gate: defender has no frozen B constant]; def->att [t=73.16*(3.224*2.186)*1/(6.141*2.097*1)*1*1/sqrt(1)=40.0388]
MuellerAlpaca_v4_R08_1v1_T1MMvFC1T1Inf_AttMMA+236.3D+222.4L+121.2H+122.9_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_233900,MuellerAlpaca_Gatot_v4,exact_1v1,MMT1x1 -> InfT1x1,1v1,41,defender,40.826417,41,defender,-0.423372,0.423372,in_exact_duel,PASS,base_mismatch;gatot_gate_unmodeled;ceil_exact_or_in_band,att->def [Gatot budget gate: defender has no frozen B constant]; def->att [t=73.16*(3.224*2.229)*1/(6.141*2.097*1)*1*1/sqrt(1)=40.8264]
MuellerAlpaca_v4_R09_1v1_T1MMvFC1T1Inf_AttMMA+236.3D+222.4L+121.2H+183.6_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_234044,MuellerAlpaca_Gatot_v4,exact_1v1,MMT1x1 -> InfT1x1,1v1,52,defender,51.944244,52,defender,-0.107223,0.107223,in_exact_duel,PASS,base_mismatch;gatot_gate_unmodeled;ceil_exact_or_in_band,att->def [Gatot budget gate: defender has no frozen B constant]; def->att [t=73.16*(3.224*2.836)*1/(6.141*2.097*1)*1*1/sqrt(1)=51.9442]
MuellerAlpaca_v4_R10_1v1_T1MMvFC1T1Inf_AttMMA+179.1D+167.7L+121.2H+118.6_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_234345,MuellerAlpaca_Gatot_v4,exact_1v1,MMT1x1 -> InfT1x1,1v1,33,defender,33.245640,34,defender,0.744364,0.744364,in_exact_duel,PASS,base_mismatch;gatot_gate_unmodeled,att->def [Gatot budget gate: defender has no frozen B constant]; def->att [t=73.16*(2.677*2.186)*1/(6.141*2.097*1)*1*1/sqrt(1)=33.2456]
MuellerAlpaca_v4_R11_1v1_T1LanvFC1T1Inf_AttLanA+179.1D+162.7L+105.3H+102.6_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_234350,MuellerAlpaca_Gatot_v4,exact_1v1,LanT1x1 -> InfT1x1,1v1,37,defender,37.080984,38,defender,0.218876,0.218876,in_exact_duel,PASS,factorized_K;gatot_gate_unmodeled,att->def [Gatot budget gate: defender has no frozen B constant]; def->att [t=22.43*(5.254*4.052)*1/(6.141*2.097*1)*1*1/sqrt(1)=37.081]
MuellerAlpaca_v4_R12_1v1_T1LanvFC1T1Inf_AttLanA+179.1D+169.2L+105.3H+102.6_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_234423,MuellerAlpaca_Gatot_v4,exact_1v1,LanT1x1 -> InfT1x1,1v1,38,defender,37.998481,38,defender,-0.003998,0.003998,in_exact_duel,PASS,factorized_K;gatot_gate_unmodeled;ceil_exact_or_in_band,att->def [Gatot budget gate: defender has no frozen B constant]; def->att [t=22.43*(5.384*4.052)*1/(6.141*2.097*1)*1*1/sqrt(1)=37.9985]
MuellerAlpaca_v4_R13_1v1_T1MMvFC1T1Inf_AttMMA+179.1D+174.2L+121.2H+118.6_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_234429,MuellerAlpaca_Gatot_v4,exact_1v1,MMT1x1 -> InfT1x1,1v1,34,defender,34.052874,35,defender,0.155513,0.155513,in_exact_duel,PASS,base_mismatch;gatot_gate_unmodeled,att->def [Gatot budget gate: defender has no frozen B constant]; def->att [t=73.16*(2.742*2.186)*1/(6.141*2.097*1)*1*1/sqrt(1)=34.0529]
MuellerAlpaca_v4_R14_1v1_T1LanvFC1T1Inf_AttLanA+233.4D+223.5L+105.3H+151.0_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_234459,MuellerAlpaca_Gatot_v4,exact_1v1,LanT1x1 -> InfT1x1,1v1,56,defender,56.571767,57,defender,1.021012,1.021012,in_exact_duel,PASS,factorized_K;gatot_gate_unmodeled,att->def [Gatot budget gate: defender has no frozen B constant]; def->att [t=22.43*(6.47*5.02)*1/(6.141*2.097*1)*1*1/sqrt(1)=56.5718]
MuellerAlpaca_v4_R15_1v1_T1MMvFC1T1Inf_AttMMA+236.3D+231.4L+121.2H+118.6_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_234502,MuellerAlpaca_Gatot_v4,exact_1v1,MMT1x1 -> InfT1x1,1v1,41,defender,41.156538,42,defender,0.381799,0.381799,in_exact_duel,PASS,base_mismatch;gatot_gate_unmodeled,att->def [Gatot budget gate: defender has no frozen B constant]; def->att [t=73.16*(3.314*2.186)*1/(6.141*2.097*1)*1*1/sqrt(1)=41.1565]
MuellerAlpaca_v5_R01_1v1_T2InfvFC1T1Inf_AttInfA+179.1D+179.7L+112.0H+108.7_DefInfA+537.1D+529.9L+119.7H+119.3_NoAttackerHero_Gatotlvl1_20260713_012528,MuellerAlpaca_Gatot_v5,exact_1v1,InfT2x1 -> InfT1x1,1v1,182,defender,182.073900,183,defender,0.040604,0.040604,in_exact_duel,PASS,,att->def [t=12.524*(25.196*13.158)*1/(5.582*4.24*1)*2.68*1/sqrt(1)=470.158]; def->att [t=12.524*(13.985*14.609)*1/(6.371*2.197*1)*1*0.996/sqrt(1)=182.074]
MuellerAlpaca_v5_R02_1v1_T4InfvFC1T1Inf_AttInfA+179.1D+179.7L+112.0H+108.7_DefInfA+537.1D+529.9L+119.7H+119.3_NoAttackerHero_Gatotlvl1_20260713_012619,MuellerAlpaca_Gatot_v5,exact_1v1,InfT4x1 -> InfT1x1,1v1,332,defender,258.060494,259,attacker,-22.270935,22.270935,in_exact_duel,FAIL,base_mismatch;winner_mismatch,att->def [t=12.524*(25.196*13.158)*1/(11.164*8.48*1)*5.884*1/sqrt(1)=258.06]; def->att [t=12.524*(22.376*20.87)*1/(6.371*2.197*1)*1*0.795/sqrt(1)=332.183]
MuellerAlpaca_v5_R03_1v1_T5InfvFC1T1Inf_AttInfA+179.1D+179.7L+112.0H+108.7_DefInfA+537.1D+529.9L+119.7H+119.3_NoAttackerHero_Gatotlvl1_20260713_012641,MuellerAlpaca_Gatot_v5,exact_1v1,InfT5x1 -> InfT1x1,1v1,398,defender,229.020648,230,attacker,-42.457124,42.457124,in_exact_duel,FAIL,base_mismatch;winner_mismatch,att->def [t=12.524*(25.196*13.158)*1/(16.746*10.6*1)*9.791*1/sqrt(1)=229.021]; def->att [t=12.524*(25.173*22.957)*1/(6.371*2.197*1)*1*0.77/sqrt(1)=398.15]
MuellerAlpaca_v5_R04_1v1_T6InfvFC1T1Inf_AttInfA+179.1D+179.7L+112.0H+108.7_DefInfA+537.1D+529.9L+119.7H+119.3_NoAttackerHero_Gatotlvl1_20260713_012651,MuellerAlpaca_Gatot_v5,exact_1v1,InfT6x1 -> InfT1x1,1v1,469,defender,181.931354,182,attacker,-61.208667,61.208667,in_exact_duel,FAIL,base_mismatch;winner_mismatch,att->def [t=12.524*(25.196*13.158)*1/(19.537*12.72*1)*10.889*1/sqrt(1)=181.931]; def->att [t=12.524*(27.97*25.044)*1/(6.371*2.197*1)*1*0.748/sqrt(1)=468.817]
MuellerAlpaca_v5_R05_1v1_T3InfvFC1T1Inf_AttInfA+179.1D+179.7L+112.0H+108.7_DefInfA+537.1D+529.9L+119.7H+119.3_NoAttackerHero_Gatotlvl1_20260713_012912,MuellerAlpaca_Gatot_v5,exact_1v1,InfT3x1 -> InfT1x1,1v1,255,defender,254.966136,255,defender,-0.013280,0.013280,in_exact_duel,PASS,base_mismatch;ceil_exact_or_in_band,att->def [t=12.524*(25.196*13.158)*1/(8.373*6.36*1)*4.323*1/sqrt(1)=337.063]; def->att [t=12.524*(16.782*18.783)*1/(6.371*2.197*1)*1*0.904/sqrt(1)=254.966]
MuellerAlpaca_v5_R06_1v1_T7InfvFC1T1Inf_AttInfA+179.1D+179.7L+112.0H+108.7_DefInfA+537.1D+529.9L+119.7H+119.3_NoAttackerHero_Gatotlvl1_20260713_012716,MuellerAlpaca_Gatot_v5,exact_1v1,InfT7x1 -> InfT1x1,1v1,554,defender,165.295605,166,attacker,-70.163248,70.163248,in_exact_duel,FAIL,G_w_extrapolated;base_mismatch;winner_mismatch,att->def [t=12.524*(25.196*13.158)*1/(22.328*14.84*1)*13.1911*1/sqrt(1)=165.296]; def->att [t=12.524*(30.767*27.131)*1/(6.371*2.197*1)*1*0.742/sqrt(1)=554.192]
MuellerAlpaca_v5_R07_1v1_T8InfvFC1T1Inf_AttInfA+179.1D+179.7L+112.0H+108.7_DefInfA+537.1D+529.9L+119.7H+119.3_NoAttackerHero_Gatotlvl1_20260713_012721,MuellerAlpaca_Gatot_v5,exact_1v1,InfT8x1 -> InfT1x1,1v1,653,defender,152.012680,153,attacker,-76.720876,76.720876,in_exact_duel,FAIL,G_w_extrapolated;base_mismatch;winner_mismatch,att->def [t=12.524*(25.196*13.158)*1/(25.119*16.96*1)*15.5971*1/sqrt(1)=152.013]; def->att [t=12.524*(33.564*29.218)*1/(6.371*2.197*1)*1*0.744/sqrt(1)=652.834]
MuellerAlpaca_v5_R08_1v1_T9InfvFC1T1Inf_AttInfA+179.1D+179.7L+112.0H+108.7_DefInfA+537.1D+529.9L+119.7H+119.3_NoAttackerHero_Gatotlvl1_20260713_012734,MuellerAlpaca_Gatot_v5,exact_1v1,InfT9x1 -> InfT1x1,1v1,771,defender,141.116071,142,attacker,-81.697008,81.697008,in_exact_duel,FAIL,G_w_extrapolated;base_mismatch;winner_mismatch,att->def [t=12.524*(25.196*13.158)*1/(27.91*19.08*1)*18.0988*1/sqrt(1)=141.116]; def->att [t=12.524*(36.361*31.305)*1/(6.371*2.197*1)*1*0.757/sqrt(1)=770.994]
MuellerAlpaca_v5_R09_1v1_T10InfvFC1T1Inf_AttInfA+179.1D+179.7L+112.0H+108.7_DefInfA+537.1D+529.9L+119.7H+119.3_NoAttackerHero_Gatotlvl1_20260713_012738,MuellerAlpaca_Gatot_v5,exact_1v1,InfT10x1 -> InfT1x1,1v1,909,defender,131.985560,132,attacker,-85.480136,85.480136,in_exact_duel,FAIL,G_w_extrapolated;base_mismatch;winner_mismatch,att->def [t=12.524*(25.196*13.158)*1/(30.701*21.2*1)*20.6895*1/sqrt(1)=131.986]; def->att [t=12.524*(39.158*33.392)*1/(6.371*2.197*1)*1*0.777/sqrt(1)=909.053]
NanoMart_100_NoHero,NanoMart,nanomart_multicount,InfT6x100 -> InfT6x200,100v200,,defender,19.485785,20,defender,,,out_nanomart_multicount_winner_only,PASS,winner_only,att->def [t=12.524*(9*11)*1/(6.132*6*1)*10.889*0.748/sqrt(100)=27.4482]; def->att [t=12.524*(9.018*11)*1/(6.12*6*1)*10.889*0.748/sqrt(200)=19.4858]
NanoMart_100_SeoYoonlvl1,NanoMart,nanomart_multicount,InfT6x100 -> InfT6x200,100v200,,defender,19.485785,20,defender,,,out_nanomart_multicount_winner_only,PASS,winner_only,att->def [t=12.524*(9*11)*1/(6.132*6*1.05)*10.889*0.748/sqrt(100)=26.1412]; def->att [t=12.524*(9.018*11)*1/(6.12*6*1)*10.889*0.748/sqrt(200)=19.4858]
NanoMart_100_SeoYoonlvl2,NanoMart,nanomart_multicount,InfT6x100 -> InfT6x200,100v200,,defender,19.485785,20,defender,,,out_nanomart_multicount_winner_only,PASS,winner_only,att->def [t=12.524*(9*11)*1/(6.132*6*1.1)*10.889*0.748/sqrt(100)=24.9529]; def->att [t=12.524*(9.018*11)*1/(6.12*6*1)*10.889*0.748/sqrt(200)=19.4858]
NanoMart_100_SeoYoonlvl3,NanoMart,nanomart_multicount,InfT6x100 -> InfT6x200,100v200,,defender,19.485785,20,defender,,,out_nanomart_multicount_winner_only,PASS,winner_only,att->def [t=12.524*(9*11)*1/(6.132*6*1.15)*10.889*0.748/sqrt(100)=23.868]; def->att [t=12.524*(9.018*11)*1/(6.12*6*1)*10.889*0.748/sqrt(200)=19.4858]
NanoMart_100_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_multicount,InfT6x100 -> InfT6x200,100v200,210,defender,16.594346,17,defender,,,out_nanomart_multicount_winner_only,PASS,winner_only,att->def [t=12.524*(9*11)*1/(6.132*6*1.104)*10.889*0.748/sqrt(100)=24.8625]; def->att [t=12.524*(9.018*11)*0.88/(6.12*6*1.03333)*10.889*0.748/sqrt(200)=16.5943]
