id,folder,instrument,matchup,N_vs_N,observed,actual_winner,attacker_clock,defender_clock,predicted_winner,predicted,actual_branch_predicted,pcterr,abs_pcterr,band_edge_pcterr,time_result,winner_classification,clock_gap_pct,alpaca_bound_branch,domain_class,verdict,flags,arithmetic
LabRat_1v1_T1LanvT1MM_NoAttackerHero_Gordonlvl1_20260711_213859,Lab Rat,exact_1v1,LanT1x1[] vs MMT1x1[gordon],1v1,"[24,26]",attacker,24.459935,21.881479,defender,21.881479,24.459935,-2.160258,2.160258,0.000000,CEIL_HIT,WRONG,11.783739,N/A,in_exact_duel,FAIL,factorized_K;lh_panel_uncaptured,attacker clock [plain: 488.71*(1.001*1)*1/(4*5*1)*1*1/sqrt(1)=24.4599; target_count=1; total=24.459935]; defender clock [plain: 167.557*(2*2)*1/(5.105*6*1)*1*1/sqrt(1)=21.8815; target_count=1; total=21.881479]
LabRat_1v1_T1MMvT1Inf_NoAttackerHero_Gordonlvl1_20260711_213754,Lab Rat,exact_1v1,MMT1x1[] vs InfT1x1[gordon],1v1,"[72,74]",attacker,72.160088,71.655240,defender,71.655240,72.160088,-1.150564,1.150564,0.000000,CEIL_HIT,COIN_FLIP,0.704551,N/A,in_exact_duel,PASS,lh_panel_uncaptured,attacker clock [plain: 90.11*(4.004*6)*1/(5*6*1)*1*1/sqrt(1)=72.1601; target_count=1; total=72.160088]; defender clock [plain: 73.16*(1*1)*1/(1.021*1*1)*1*1/sqrt(1)=71.6552; target_count=1; total=71.655240]
LabRat_1v1_T1MMvT1Inf_NoAttackerHero_Gordonlvl1_20260711_214115,Lab Rat,exact_1v1,MMT1x1[] vs InfT1x1[gordon],1v1,"[72,74]",attacker,72.160088,71.655240,defender,71.655240,72.160088,-1.150564,1.150564,0.000000,CEIL_HIT,COIN_FLIP,0.704551,N/A,in_exact_duel,PASS,lh_panel_uncaptured,attacker clock [plain: 90.11*(4.004*6)*1/(5*6*1)*1*1/sqrt(1)=72.1601; target_count=1; total=72.160088]; defender clock [plain: 73.16*(1*1)*1/(1.021*1*1)*1*1/sqrt(1)=71.6552; target_count=1; total=71.655240]
ColonelMuller_11v2_T1Inf+10T1MMvT1Inf+T1MM_Gatot+NoMMHero_Gatot+Vulcanus_20260714_004004,Meuller_Alpaca_v5_8_Battle,composition,InfT1x1+MMT1x10[gatot] vs InfT1x1+MMT1x1[gatot+vulcanus],11v2,47,defender,capped,47.000000,defender,47.000000,47.000000,0.000000,0.000000,0.000000,CEIL_HIT,CORRECT,inf,N/A,in_composition_anchor,PASS,composition_anchor;no_turn_clock,front=33; backline_end=[47]; final=47
ColonelMuller_1v2_T1InfvT1Inf+T1MM_Gatot_Gatot+Vulcanus_20260714_003803,Meuller_Alpaca_v5_8_Battle,composition,InfT1x1[gatot] vs InfT1x1+MMT1x1[gatot+vulcanus],1v2,78,defender,capped,78.000000,defender,78.000000,78.000000,0.000000,0.000000,0.000000,CEIL_HIT,CORRECT,inf,N/A,in_composition_anchor,PASS,composition_anchor,solo anchor=78
ColonelMuller_2v2_T1Inf+T1LanvT1Inf+T1MM_Gatot_Gatot+Vulcanus_20260714_004535,Meuller_Alpaca_v5_8_Battle,composition,InfT1x1+LanT1x1[gatot] vs InfT1x1+MMT1x1[gatot+vulcanus],2v2,36,defender,capped,36.000000,defender,36.000000,36.000000,0.000000,0.000000,0.000000,CEIL_HIT,CORRECT,inf,N/A,in_composition_anchor,PASS,composition_anchor;no_turn_clock,front=33; backline_end=[36]; final=36
ColonelMuller_2v2_T1Inf+T1MMvT1Inf+T1MM_Gatot+NoMMHero_Gatot+Vulcanus_20260714_003822,Meuller_Alpaca_v5_8_Battle,composition,InfT1x1+MMT1x1[gatot] vs InfT1x1+MMT1x1[gatot+vulcanus],2v2,35,defender,capped,35.000000,defender,35.000000,35.000000,0.000000,0.000000,0.000000,CEIL_HIT,CORRECT,inf,N/A,in_composition_anchor,PASS,composition_anchor;no_turn_clock,front=33; backline_end=[35]; final=35
ColonelMuller_3v2_T1Inf+2T1MMvT1Inf+T1MM_Gatot+NoMMHero_Gatot+Vulcanus_20260714_003848,Meuller_Alpaca_v5_8_Battle,composition,InfT1x1+MMT1x2[gatot] vs InfT1x1+MMT1x1[gatot+vulcanus],3v2,36,defender,capped,36.000000,defender,36.000000,36.000000,0.000000,0.000000,0.000000,CEIL_HIT,CORRECT,inf,N/A,in_composition_anchor,PASS,composition_anchor;no_turn_clock,front=33; backline_end=[36]; final=36
ColonelMuller_4v2_T1Inf+3T1MMvT1Inf+T1MM_Gatot+NoMMHero_Gatot+Vulcanus_20260714_003911,Meuller_Alpaca_v5_8_Battle,composition,InfT1x1+MMT1x3[gatot] vs InfT1x1+MMT1x1[gatot+vulcanus],4v2,37,defender,capped,37.000000,defender,37.000000,37.000000,0.000000,0.000000,0.000000,CEIL_HIT,CORRECT,inf,N/A,in_composition_anchor,PASS,composition_anchor;no_turn_clock,front=33; backline_end=[37]; final=37
ColonelMuller_5v2_T1Inf+4T1MMvT1Inf+T1MM_Gatot+NoMMHero_Gatot+Vulcanus_20260714_004940,Meuller_Alpaca_v5_8_Battle,composition,InfT1x1+MMT1x4[gatot] vs InfT1x1+MMT1x1[gatot+vulcanus],5v2,39,defender,capped,39.000000,defender,39.000000,39.000000,0.000000,0.000000,0.000000,CEIL_HIT,CORRECT,inf,N/A,in_composition_anchor,PASS,composition_anchor;no_turn_clock,front=33; backline_end=[39]; final=39
ColonelMuller_6v2_T1Inf+5T1MMvT1Inf+T1MM_Gatot+NoMMHero_Gatot+Vulcanus_20260714_003939,Meuller_Alpaca_v5_8_Battle,composition,InfT1x1+MMT1x5[gatot] vs InfT1x1+MMT1x1[gatot+vulcanus],6v2,40,defender,capped,40.000000,defender,40.000000,40.000000,0.000000,0.000000,0.000000,CEIL_HIT,CORRECT,inf,N/A,in_composition_anchor,PASS,composition_anchor;no_turn_clock,front=33; backline_end=[40]; final=40
Alpaca_1v1_T1MMFC1vT1InfFC1_Vulcanus_Gatot_20260713_105103,MuellerAlpaca,gatot_gate,MMT1x1[vulcanus] vs InfT1x1[gatot],1v1,102,attacker,108.354330,187.405840,attacker,108.354330,108.354330,6.229735,6.229735,6.229735,WITHIN_10PCT,CORRECT,72.956485,N/A,in_gatot_scurve,PASS,gatot_scurve;royal_legion_L2;true_strike_enemy_defense_x0.88;true_strike_own_MM_attack_x1.04;vulcanus_S1_enemy_attack_x0.96;vulcanus_S2_avg_x31_30,attacker clock [Gatot-S: d=(58.625*21.432)/90.11=13.9435; S=1+10.7274*exp(-d/16.8932)=5.69928; folded_pool=291.362*0.88=256.398; rate=d*0.9672/S*sqrt(1)=2.3663; t=108.354; target_count=1; total=108.354330]; defender clock [plain: 73.16*(11.623*2.606)*1/(5.81*2.12*0.96)*1*1/sqrt(1)=187.406; target_count=1; total=187.405840]
LabRat_32v1_T3MMvT1Inf_NoAttackerHero_Gatotlvl1_20260712_213727,MuellerAlpaca,gatot_threshold,MMT3x32[] vs InfT1x1[gatot],32v1,1500,defender,capped,2033.667861,defender,2033.667861,2033.667861,,,,CAPPED_CORRECT,CORRECT,inf,N/A,out_capped_stalemate,PASS,G_w_bounded_marksman;gatot_budget;gatot_budget_FarSeer,attacker clock [Gatot-B: gross=32*0.925077=29.6025; net=gross-30.15=0; pool=70.104; capped; target_count=1; total=capped]; defender clock [plain: 73.16*(3.441*3.045)*1/(3.001*1*1)*1*0.2488/sqrt(1)=63.5521; target_count=32; total=2033.667861]
LabRat_33v1_T3MMvT1Inf_NoAttackerHero_Gatotlvl1_20260712_213849,MuellerAlpaca,gatot_threshold,MMT3x33[] vs InfT1x1[gatot],33v1,186,attacker,185.680114,2097.219982,attacker,185.680114,185.680114,-0.171982,0.171982,-0.171982,CEIL_HIT,CORRECT,1029.480123,N/A,out_base_mismatch_T3_threshold,PASS,G_w_bounded_marksman;gatot_budget;gatot_budget_FarSeer,attacker clock [Gatot-B: gross=33*0.925077=30.5276; net=gross-30.15=0.377553; pool=70.104; t=185.68; target_count=1; total=185.680114]; defender clock [plain: 73.16*(3.441*3.045)*1/(3.001*1*1)*1*0.2488/sqrt(1)=63.5521; target_count=33; total=2097.219982]
LabRat_66v1_T3LanvT1Inf_NoAttackerHero_Gatotlvl1_20260712_214434,MuellerAlpaca,gatot_threshold,LanT3x66[] vs InfT1x1[gatot],66v1,1500,defender,capped,8226.971645,defender,8226.971645,8226.971645,,,,CAPPED_CORRECT,CORRECT,inf,N/A,out_capped_stalemate,PASS,G_l_fallback_infantry;factorized_K;gatot_K_LanInf_implied_with_Gw;gatot_budget;gatot_budget_FarSeer,attacker clock [Gatot-B: gross=66*0.453328=29.9197; net=gross-30.15=0; pool=70.104; capped; target_count=1; total=capped]; defender clock [plain: 22.43*(4.544*4.06)*1/(3.001*1*1)*1*0.904/sqrt(1)=124.651; target_count=66; total=8226.971645]
LabRat_67v1_T3LanvT1Inf_NoAttackerHero_Gatotlvl1_20260712_214455,MuellerAlpaca,gatot_threshold,LanT3x67[] vs InfT1x1[gatot],67v1,334,attacker,314.372641,8351.622730,attacker,314.372641,314.372641,-5.876455,5.876455,-5.876455,WITHIN_10PCT,CORRECT,2556.599732,N/A,out_base_mismatch_T3_threshold,PASS,G_l_fallback_infantry;factorized_K;gatot_K_LanInf_implied_with_Gw;gatot_budget;gatot_budget_FarSeer,attacker clock [Gatot-B: gross=67*0.453328=30.373; net=gross-30.15=0.222997; pool=70.104; t=314.373; target_count=1; total=314.372641]; defender clock [plain: 22.43*(4.544*4.06)*1/(3.001*1*1)*1*0.904/sqrt(1)=124.651; target_count=67; total=8351.622730]
MuellerAlpaca_1v1_T1InfvFC1T1Inf_AttInfA+194.1D+172.2L+122.0H+118.7_DefInfA+514.1D+506.9L+115.0H+114.1_Gatotlvl1_AlpacaFC1T1_NoDefenderHero_20260712_150803,MuellerAlpaca,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,132,defender,598.191319,135.523200,defender,135.523200,135.523200,2.669091,2.669091,2.669091,WITHIN_10PCT,CORRECT,341.394034,N/A,in_exact_duel,PASS,gatot_inert_no_aura,attacker clock [plain: 12.524*(24.276*12.846)*1/(2.941*2.22*1)*1*1/sqrt(1)=598.191; target_count=1; total=598.191319]; defender clock [plain: 12.524*(10.888*13.122)*1/(6.141*2.15*1)*1*1/sqrt(1)=135.523; target_count=1; total=135.523200]
MuellerAlpaca_1v1_T1InfvFC1T1Inf_AttInfA+251.3D+229.4L+122.0H+156.6_DefInfA+514.1D+506.9L+115.0H+114.1_Gatotlvl1_AlpacaFC1T1_NoDefenderHero_20260712_151512,MuellerAlpaca,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,187,defender,500.791537,192.423004,defender,192.423004,192.423004,2.900002,2.900002,2.900002,WITHIN_10PCT,CORRECT,160.255545,N/A,in_exact_duel,PASS,gatot_inert_no_aura,attacker clock [plain: 12.524*(24.276*12.846)*1/(3.513*2.22*1)*1*1/sqrt(1)=500.792; target_count=1; total=500.791537]; defender clock [plain: 12.524*(13.176*15.396)*1/(6.141*2.15*1)*1*1/sqrt(1)=192.423; target_count=1; total=192.423004]
MuellerAlpaca_1v1_T1InfvFC1T1Inf_AttInfA+251.3D+229.4L+126.4H+123.6_DefInfA+514.1D+506.9L+115.0H+114.1_Gatotlvl1_AlpacaFC1T1_NoDefenderHero_20260712_151159,MuellerAlpaca,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,163,defender,491.058839,167.676476,defender,167.676476,167.676476,2.869004,2.869004,2.869004,WITHIN_10PCT,CORRECT,192.860902,N/A,in_exact_duel,PASS,gatot_inert_no_aura,attacker clock [plain: 12.524*(24.276*12.846)*1/(3.513*2.264*1)*1*1/sqrt(1)=491.059; target_count=1; total=491.058839]; defender clock [plain: 12.524*(13.176*13.416)*1/(6.141*2.15*1)*1*1/sqrt(1)=167.676; target_count=1; total=167.676476]
MuellerAlpaca_1v1_T1InfvFC1T1Inf_AttInfA+251.3D+268.4L+122.0H+118.7_DefInfA+514.1D+506.9L+115.0H+114.1_Gatotlvl1_AlpacaFC1T1_NoDefenderHero_20260712_151839,MuellerAlpaca,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,178,defender,500.791537,183.419349,defender,183.419349,183.419349,3.044578,3.044578,3.044578,WITHIN_10PCT,CORRECT,173.030921,N/A,in_exact_duel,PASS,gatot_inert_no_aura,attacker clock [plain: 12.524*(24.276*12.846)*1/(3.513*2.22*1)*1*1/sqrt(1)=500.792; target_count=1; total=500.791537]; defender clock [plain: 12.524*(14.736*13.122)*1/(6.141*2.15*1)*1*1/sqrt(1)=183.419; target_count=1; total=183.419349]
MuellerAlpaca_1v1_T1InfvFC1T1Inf_AttInfA+251.3D+268.4L+122.0H+118.7_DefInfA+514.1D+506.9L+172.3H+114.1_Gatotlvl1_AlpacaFC1T1_NoDefenderHero_20260712_152106,MuellerAlpaca,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,141,defender,500.791537,144.822475,defender,144.822475,144.822475,2.710975,2.710975,2.710975,WITHIN_10PCT,CORRECT,245.796836,N/A,in_exact_duel,PASS,gatot_inert_no_aura,attacker clock [plain: 12.524*(24.276*12.846)*1/(3.513*2.22*1)*1*1/sqrt(1)=500.792; target_count=1; total=500.791537]; defender clock [plain: 12.524*(14.736*13.122)*1/(6.141*2.723*1)*1*1/sqrt(1)=144.822; target_count=1; total=144.822475]
MuellerAlpaca_1v1_T1InfvFC1T1Inf_AttInfA+251.3D+282.7L+122.0H+118.7_DefInfA+514.1D+506.9L+172.3H+114.1_Gatotlvl1_AlpacaFC1T1_NoDefenderHero_20260712_152248,MuellerAlpaca,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,146,defender,500.791537,150.443978,defender,150.443978,150.443978,3.043820,3.043820,3.043820,WITHIN_10PCT,CORRECT,232.875762,N/A,in_exact_duel,PASS,gatot_inert_no_aura,attacker clock [plain: 12.524*(24.276*12.846)*1/(3.513*2.22*1)*1*1/sqrt(1)=500.792; target_count=1; total=500.791537]; defender clock [plain: 12.524*(15.308*13.122)*1/(6.141*2.723*1)*1*1/sqrt(1)=150.444; target_count=1; total=150.443978]
MuellerAlpaca_1v1_T1InfvFC1T1Inf_AttInfA+251.3D+284.4L+122.0H+118.7_DefInfA+514.1D+506.9L+172.3H+114.1_Gatotlvl1_AlpacaFC1T1_NoDefenderHero_20260712_152350,MuellerAlpaca,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,147,defender,500.791537,151.112268,defender,151.112268,151.112268,2.797461,2.797461,2.797461,WITHIN_10PCT,CORRECT,231.403627,N/A,in_exact_duel,PASS,gatot_inert_no_aura,attacker clock [plain: 12.524*(24.276*12.846)*1/(3.513*2.22*1)*1*1/sqrt(1)=500.792; target_count=1; total=500.791537]; defender clock [plain: 12.524*(15.376*13.122)*1/(6.141*2.723*1)*1*1/sqrt(1)=151.112; target_count=1; total=151.112268]
MuellerAlpaca_1v1_T1InfvFC1T1Inf_AttInfA+251.3D+284.4L+122.0H+156.6_DefInfA+514.1D+506.9L+109.7H+109.3_Gatotlvl1_AlpacaFC1T1_NoDefenderHero_20260712_152607,MuellerAlpaca,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,223,defender,489.564076,230.227291,defender,230.227291,230.227291,3.240938,3.240938,3.240938,WITHIN_10PCT,CORRECT,112.643807,N/A,in_exact_duel,PASS,gatot_inert_no_aura,attacker clock [plain: 12.524*(24.276*12.558)*1/(3.513*2.22*1)*1*1/sqrt(1)=489.564; target_count=1; total=489.564076]; defender clock [plain: 12.524*(15.376*15.396)*1/(6.141*2.097*1)*1*1/sqrt(1)=230.227; target_count=1; total=230.227291]
MuellerAlpaca_1v1_T1InfvFC1T1Inf_AttInfA+251.3D+284.4L+122.0H+156.6_DefInfA+514.1D+506.9L+109.7H+109.3_Gatotlvl1_AlpacaFC1T1_NoDefenderHero_20260712_152719,MuellerAlpaca,exact_1v1,InfT1x1[gatot+lingxue] vs InfT1x1[],1v1,232,defender,489.564076,230.227291,defender,230.227291,230.227291,-0.764099,0.764099,-0.764099,WITHIN_10PCT,CORRECT,112.643807,N/A,in_exact_duel,PASS,gatot_inert_no_aura;other_hero_present,attacker clock [plain: 12.524*(24.276*12.558)*1/(3.513*2.22*1)*1*1/sqrt(1)=489.564; target_count=1; total=489.564076]; defender clock [plain: 12.524*(15.376*15.396)*1/(6.141*2.097*1)*1*1/sqrt(1)=230.227; target_count=1; total=230.227291]
MuellerAlpaca_1v1_T1InfvFC1T1Inf_AttInfA+251.3D+284.4L+122.0H+156.6_DefInfA+514.1D+506.9L+109.7H+109.3_Gatotlvl1_AlpacaFC1T1_NoDefenderHero_20260712_152939,MuellerAlpaca,exact_1v1,InfT1x1[gatot+lloyd] vs InfT1x1[],1v1,232,defender,489.564076,230.227291,defender,230.227291,230.227291,-0.764099,0.764099,-0.764099,WITHIN_10PCT,CORRECT,112.643807,N/A,in_exact_duel,PASS,gatot_inert_no_aura;other_hero_present,attacker clock [plain: 12.524*(24.276*12.558)*1/(3.513*2.22*1)*1*1/sqrt(1)=489.564; target_count=1; total=489.564076]; defender clock [plain: 12.524*(15.376*15.396)*1/(6.141*2.097*1)*1*1/sqrt(1)=230.227; target_count=1; total=230.227291]
MuellerAlpaca_1v1_T1InfvFC1T1Inf_AttInfA+251.3D+284.4L+122.0H+156.6_DefInfA+514.1D+506.9L+109.7H+109.3_Gatotlvl1_AlpacaFC1T1_NoDefenderHero_20260712_154616,MuellerAlpaca,exact_1v1,InfT1x1[gatot+lloyd] vs InfT1x1[],1v1,237,defender,489.564076,230.227291,defender,230.227291,230.227291,-2.857683,2.857683,-2.857683,WITHIN_10PCT,CORRECT,112.643807,N/A,in_exact_duel,PASS,gatot_inert_no_aura;other_hero_present,attacker clock [plain: 12.524*(24.276*12.558)*1/(3.513*2.22*1)*1*1/sqrt(1)=489.564; target_count=1; total=489.564076]; defender clock [plain: 12.524*(15.376*15.396)*1/(6.141*2.097*1)*1*1/sqrt(1)=230.227; target_count=1; total=230.227291]
MuellerAlpaca_1v1_T1InfvFC1T1Inf_AttInfA+251.3D+284.4L+122.0H+156.6_DefInfA+514.1D+506.9L+172.3H+114.1_Gatotlvl1_AlpacaFC1T1_NoDefenderHero_20260712_152449,MuellerAlpaca,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,172,defender,500.791537,177.299534,defender,177.299534,177.299534,3.081124,3.081124,3.081124,WITHIN_10PCT,CORRECT,182.455079,N/A,in_exact_duel,PASS,gatot_inert_no_aura,attacker clock [plain: 12.524*(24.276*12.846)*1/(3.513*2.22*1)*1*1/sqrt(1)=500.792; target_count=1; total=500.791537]; defender clock [plain: 12.524*(15.376*15.396)*1/(6.141*2.723*1)*1*1/sqrt(1)=177.3; target_count=1; total=177.299534]
MuellerAlpaca_1v1_T1InfvFC1T6MM_AttInfA+481.0D+481.7L+112.0H+108.7_DefMMA+1049.5D+1039.3L+247.2H+150.6_Gatot_Vulcanus_20260718_164811,MuellerAlpaca,gatot_gate,InfT1x1[gatot] vs MMT6x1[vulcanus],1v1,6,defender,732.278153,6.061835,defender,6.061835,6.061835,1.030588,1.030588,1.030588,WITHIN_10PCT,CORRECT,11980.139455,N/A,in_gatot_scurve,PASS,G_w_bounded_marksman;gatot_scurve;royal_legion_L2;true_strike_enemy_defense_x0.88;true_strike_own_MM_attack_x1.04;vulcanus_S1_enemy_attack_x0.96;vulcanus_S2_avg_x31_30,attacker clock [plain: 73.16*(79.751*17.542)*1/(5.81*2.12*0.96)*1*0.0846/sqrt(1)=732.278; target_count=1; total=732.278153]; defender clock [Gatot-S: d=(126.445*41.664)/90.11=58.4641; S=1+10.7274*exp(-d/16.8932)=1.33689; folded_pool=291.362*0.88=256.398; rate=d*0.9672/S*sqrt(1)=42.2972; t=6.06184; target_count=1; total=6.061835]
MuellerAlpaca_1v1_T1InfvFC1T6MM_AttInfA+481.0D+481.7L+112.0H+108.7_DefMMA+176.2D+166.0L+129.1H+129.0_Gatot_NoDefenderHero_20260718_162413,MuellerAlpaca,exact_1v1,InfT1x1[gatot] vs MMT6x1[],1v1,150,attacker,149.984115,capped,attacker,149.984115,149.984115,-0.010590,0.010590,-0.010590,CEIL_HIT,CORRECT,inf,N/A,in_exact_duel,PASS,G_w_bounded_marksman;gatot_budget;gatot_budget_Mueller,attacker clock [plain: 73.16*(18.62*16.03)*1/(5.81*2.12*1)*1*0.0846/sqrt(1)=149.984; target_count=1; total=149.984115]; defender clock [Gatot-B: gross=1*9.26936=9.26936; net=gross-201.95=0; pool=291.362; capped; target_count=1; total=capped]
MuellerAlpaca_1v1_T2InfvFC1T1Inf_AttInfA+194.1D+221.4L+122.0H+118.7_DefInfA+514.1D+506.9L+109.7H+109.3_Gatotlvl1_AlpacaFC1T1_NoDefenderHero_20260712_154739,MuellerAlpaca,exact_1v1,LanT2x1[gatot] vs InfT1x1[],1v1,66,defender,140.233043,65.976259,defender,65.976259,65.976259,-0.035972,0.035972,-0.035972,CEIL_HIT,CORRECT,112.550765,N/A,in_exact_duel,PASS,G_w_interpolated;factorized_K;gatot_inert_no_aura,attacker clock [plain: 83.6605*(24.276*12.558)*1/(14.705*12.918*1)*1.04446*1/sqrt(1)=140.233; target_count=1; total=140.233043]; defender clock [plain: 22.43*(9.081*6.378)*1/(6.141*2.097*1)*1*0.654/sqrt(1)=65.9763; target_count=1; total=65.976259]
MuellerAlpaca_1v1_T2InfvFC1T1Inf_AttInfA+194.1D+221.4L+122.0H+118.7_DefInfA+514.1D+506.9L+109.7H+109.3_Gatotlvl1_AlpacaFC1T1_NoDefenderHero_20260712_154928,MuellerAlpaca,exact_1v1,LanT2x1[gatot] vs InfT1x1[],1v1,79,defender,118.309059,79.010221,defender,79.010221,79.010221,0.012938,0.012938,0.012938,WITHIN_10PCT,CORRECT,49.738930,N/A,in_exact_duel,PASS,G_w_interpolated;factorized_K;gatot_inert_no_aura,attacker clock [plain: 83.6605*(24.276*12.558)*1/(17.43*12.918*1)*1.04446*1/sqrt(1)=118.309; target_count=1; total=118.309059]; defender clock [plain: 22.43*(10.875*6.378)*1/(6.141*2.097*1)*1*0.654/sqrt(1)=79.0102; target_count=1; total=79.010221]
MuellerAlpaca_1v1_T6InfvFC1T1Inf_AttInfA+179.1D+179.7L+112.0H+108.7_DefInfA+176.2D+169.0L+109.7H+109.3_NoAttackerHero_AlpacaFC1T1VulcanusNoGatot_20260718_161706,MuellerAlpaca,exact_1v1,InfT6x1[] vs InfT1x1[vulcanus],1v1,"[90,92]",attacker,77.240946,964.852545,attacker,77.240946,77.240946,-15.119839,15.119839,-14.176726,MISS,CORRECT,1149.146457,N/A,in_exact_duel,FAIL,true_strike_enemy_defense_x0.88;vulcanus_S1_enemy_attack_x0.96;vulcanus_S2_avg_x31_30,attacker clock [plain: 12.524*(10.76*12.558)*1/(19.537*12.72*0.96)*10.889*1/sqrt(1)=77.2409; target_count=1; total=77.240946]; defender clock [plain: 12.524*(27.97*25.044)*0.88/(2.762*2.097*1.03333)*1*0.748/sqrt(1)=964.853; target_count=1; total=964.852545]
MuellerAlpaca_1v1_T7InfvFC1T1Inf_AttInfA+179.1D+179.7L+112.0H+108.7_DefInfA+176.2D+169.0L+109.7H+109.3_NoAttackerHero_AlpacaFC1T1Vulcanus_20260718_235302,MuellerAlpaca,exact_1v1,InfT7x1[] vs InfT1x1[vulcanus],1v1,"[75,77]",attacker,70.178057,1140.559761,attacker,70.178057,70.178057,-7.660451,7.660451,-6.429257,WITHIN_10PCT,CORRECT,1525.237016,N/A,in_exact_duel,PASS,G_w_extrapolated;true_strike_enemy_defense_x0.88;vulcanus_S1_enemy_attack_x0.96;vulcanus_S2_avg_x31_30,attacker clock [plain: 12.524*(10.76*12.558)*1/(22.328*14.84*0.96)*13.1911*1/sqrt(1)=70.1781; target_count=1; total=70.178057]; defender clock [plain: 12.524*(30.767*27.131)*0.88/(2.762*2.097*1.03333)*1*0.742/sqrt(1)=1140.56; target_count=1; total=1140.559761]
MuellerAlpaca_1v1_T7InfvFC1T1Inf_AttInfA+194.1D+172.2L+122.0H+118.7_DefInfA+514.1D+506.9L+115.0H+114.1_Gatotlvl1_AlpacaFC1T1_NoDefenderHero_20260712_151127,MuellerAlpaca,exact_1v1,InfT7x1[gatot] vs InfT1x1[],1v1,599,defender,140.907000,599.159360,attacker,140.907000,599.159360,0.026604,0.026604,0.026604,WITHIN_10PCT,WRONG,325.216178,N/A,in_exact_duel,FAIL,G_w_extrapolated;gatot_inert_no_aura,attacker clock [plain: 12.524*(24.276*12.846)*1/(23.528*15.54*1)*13.1911*1/sqrt(1)=140.907; target_count=1; total=140.907000]; defender clock [plain: 12.524*(29.942*28.431)*1/(6.141*2.15*1)*1*0.742/sqrt(1)=599.159; target_count=1; total=599.159360]
RFJPlayer_1v1_T6MMvT1Inf_Vulcanus_Gatot_20260713_002605,MuellerAlpaca,gatot_gate,MMT6x1[vulcanus] vs InfT1x1[gatot],1v1,6,attacker,5.547853,776.872168,attacker,5.547853,5.547853,-7.535789,7.535789,-7.535789,CEIL_HIT,CORRECT,13903.114707,N/A,in_gatot_scurve,PASS,G_w_bounded_marksman;gatot_scurve;royal_legion_L2;true_strike_enemy_defense_x0.88;true_strike_own_MM_attack_x1.04;vulcanus_S1_enemy_attack_x0.96;vulcanus_S2_avg_x31_30,attacker clock [Gatot-S: d=(128.975*42.864)/90.11=61.3515; S=1+10.7274*exp(-d/16.8932)=1.28396; folded_pool=291.362*0.88=256.398; rate=d*0.9672/S*sqrt(1)=46.2158; t=5.54785; target_count=1; total=5.547853]; defender clock [plain: 73.16*(81.361*18.242)*1/(5.81*2.12*0.96)*1*0.0846/sqrt(1)=776.872; target_count=1; total=776.872168]
ColonelMuller_1v2_T1InfvT1Inf+T1MM_Gatot_Gatot+Vulcanus_20260713_112033,MuellerAlpaca_Gatot_2v2,composition,InfT1x1[gatot] vs InfT1x1+MMT1x1[gatot+vulcanus],1v2,78,defender,capped,78.000000,defender,78.000000,78.000000,0.000000,0.000000,0.000000,CEIL_HIT,CORRECT,inf,N/A,in_composition_anchor,PASS,composition_anchor,solo anchor=78
ColonelMuller_1v2_T1MMvFC1T1Inf+FC1T1MM_NoHeroes_Gatot+Vulcanus_20260713_111936,MuellerAlpaca_Gatot_2v2,composition,MMT1x1[] vs InfT1x1+MMT1x1[gatot+vulcanus],1v2,,defender,unmeasured,unmeasured,ABSTAIN,unmeasured,unmeasured,,,,WINNER_ONLY,ABSTAIN,,N/A,out_composition_no_front_anchor,ABSTAIN,composition_anchor;composition_from_setup_text;composition_no_front_anchor,No measured Gatot-Infantry front anchor
ColonelMuller_1v2_T1MMvT1Inf+T1MM_NoHeroes_Gatot+Vulcanus_20260713_112003,MuellerAlpaca_Gatot_2v2,composition,InfT1x1[] vs InfT1x1+MMT1x1[gatot+vulcanus],1v2,,defender,unmeasured,unmeasured,ABSTAIN,unmeasured,unmeasured,,,,WINNER_ONLY,ABSTAIN,,N/A,out_composition_no_front_anchor,ABSTAIN,attacker_naked_corrected;composition_anchor;composition_no_front_anchor,No measured Gatot-Infantry front anchor
ColonelMuller_2v2_2T1MMvFC1T1Inf+FC1T1MM_NoHeroes_Gatot+Vulcanus_20260713_115521,MuellerAlpaca_Gatot_2v2,composition,MMT1x2[] vs InfT1x1+MMT1x1[gatot+vulcanus],2v2,,defender,unmeasured,unmeasured,ABSTAIN,unmeasured,unmeasured,,,,WINNER_ONLY,ABSTAIN,,N/A,out_composition_no_front_anchor,ABSTAIN,composition_anchor;composition_from_setup_text;composition_no_front_anchor,No measured Gatot-Infantry front anchor
